Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,McGavock Nissan,6312 Milwaukee Ave,,Lubbock,TX,79424,,806-783-8484,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,33.534592,-101.958504,2026-01-13,39740,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Trophy Nissan,5031 N Galloway Ave,,Mesquite,TX,75150,,972-613-2200,E,,Public,24 hours daily,,,,,,2,1,,Non-Networked,,GPS,32.829506,-96.629552,2026-01-13,39742,2026-02-02 23:16:24 UTC,P,,,2019-05-12,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Twin City Nissan,10549 Highway 69,,Port Arthur,TX,77640,,409-727-2779,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.953433,-94.007097,2026-01-13,39745,2026-02-02 23:16:24 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Ancira Nissan,10835 IH-10 W,,San Antonio,TX,78230,,210-558-5001,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.543147,-98.57544,2024-02-12,39750,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Gunn Nissan,750 NE Loop 410,,San Antonio,TX,78209,,888-693-8380,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,29.517253,-98.467365,2024-02-12,39751,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ingram Park Nissan,6990 NW Loop 410,,San Antonio,TX,78238,,210-681-6300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,29.457047,-98.625324,2024-02-12,39752,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan - San Marcos,2980 S IH-35,,San Marcos,TX,78666,,512-353-5116,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,29.841733,-97.971466,2026-01-13,39754,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Sterling McCall Nissan,12230 Southwest Fwy,,Stafford,TX,77477,,281-243-8600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,29.64607,-95.57668,2024-02-12,39756,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Southwest Nissan,3050 Fort Worth Hwy,,Weatherford,TX,76087,,817-596-3811,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,32.7561,-97.705239,2024-02-12,39761,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan - Wichita Falls,4000 Kell Blvd,,Wichita Falls,TX,76309,,940-691-6888,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,33.880443,-98.545754,2026-01-13,39762,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,PIE AE OTC 3FL PKGSTA3,505 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.256917,-97.749169,2026-04-07,40372,2026-04-07 01:35:37 UTC,,,,2011-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE ANIMAL SERVICE2,7201 Levander Loop,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.251357,-97.689015,2026-04-07,41265,2026-04-07 01:35:18 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE PUBDITTMAR2,1009 W Dittmar Rd,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.18534,-97.801184,2026-04-07,41266,2026-04-07 01:35:39 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE MILWOOD LIB 2,12500 Amherst Dr,,Austin,TX,78727,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.422284,-97.71646,2026-04-07,41269,2026-04-07 01:35:27 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE PUB-STDAVIDSST1,710 Trinity St,"By main entrance, parking garage on Trinity ST.",Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.268887,-97.738936,2026-04-07,41272,2026-04-07 02:07:31 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Mission Trail Baptist Hospital,3333 Research Plaza,Located in the main parking lot,San Antonio,TX,78235,,210-297-3000,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,200-8,29.343808,-98.436931,2025-12-12,41941,2026-02-02 23:16:24 UTC,P,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Park 'N Fly,15850 John F Kennedy Blvd,,Houston,TX,77032,,281-590-5173,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,29.94917,-95.33138,2023-01-10,42209,2025-11-25 19:00:29 UTC,P,,,2011-10-06,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,$5 per session,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,ACC-1 RRC 4,4400 College Park Dr,,Round Rock,TX,78665,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.563925,-97.658312,2026-04-07,43281,2026-04-07 01:35:58 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan - Greenville,6403 I-30 E,,Greenville,TX,75402,,855-762-9171,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,33.104816,-96.101919,2026-01-13,47527,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Bert Ogden Nissan,721 N Jackson Rd,,McAllen,TX,78501,,956-631-6666,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,26.206794708,-98.203061723,2026-01-13,47533,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Nissan - Burleson,300 N Burleson Blvd,,Burleson,TX,76028,,817-484-3500,E,,Public,Dealership business hours,,,,,,,1,,IN_CHARGE,https://inchargeus.com,GPS,32.547843,-97.314778,2026-01-13,49727,2026-02-02 23:16:24 UTC,P,,,2013-05-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Mac Haik Ford,10333 Katy Fwy,,Houston,TX,77024,,713-932-5000,E,,Public - Call ahead,Dealership business hours; for service use only,,,,,,2,,,Non-Networked,,200-9,29.782912,-95.552599,2024-09-12,53990,2025-02-12 00:16:32 UTC,P,,,2013-04-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Westway Ford,801 W Airport Fwy,,Irving,TX,75062,,972-584-9033,E,,Public - Call ahead,Dealership business hours; see service department for assistance,,,,,,1,,,Non-Networked,,200-9,32.839105,-96.955357,2023-08-10,53991,2025-08-07 13:46:27 UTC,P,,,2013-11-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Rockwall Ford,990 E I-30,,Rockwall,TX,75087,,972-290-2200,E,,Public - Call ahead,Dealership business hours; drivers must stay with their vehicle for duration of charge,,,,,,1,,,Non-Networked,,200-9,32.907799,-96.453575,2023-08-10,53992,2025-07-11 20:17:01 UTC,P,,,2015-07-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,PIE AE PUBHILL.CGAL1,12901 Hill Country Blvd,,Bee Cave,TX,78738,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.309283,-97.94238,2026-04-07,56636,2026-04-07 01:46:34 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Northside Ford,12300 San Pedro,,San Antonio,TX,78216,,210-525-9800,E,,Public,Dealership business hours; for customers only,,,,,,2,,,Non-Networked,,200-9,29.551307,-98.485292,2025-07-03,63984,2026-02-02 23:16:24 UTC,P,,,2014-08-01,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,PIE AE PALMER STATION4,846888 Barton Springs Rd,In Parking garage,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.259769,-97.752509,2026-04-07,65374,2026-04-07 01:52:06 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PEARL CIA GARAGE F2-2,312 Pearl Pkwy,2nd floor,San Antonio,TX,78215,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.443317,-98.480488,2026-04-07,65763,2026-04-07 01:37:03 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fredericksburg Street Parking,206 W Austin St,,Fredericksburg,TX,78624,,830-997-7521,E,,Public,24 hours daily; Accepts MobileNow!,,,,,,2,,,Non-Networked,,200-8,30.277466,-98.873169,2025-12-12,68883,2026-02-02 23:16:24 UTC,P,,,2015-08-01,,,,,J1772,US,,,,Public,,public,,,STREET_PARKING,,,,,,,$2 per hour,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Round Rock Kia,600 Jeffrey Way,,Round Rock,TX,78665,,737-210-3605,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,30.540789,-97.690992,2025-01-13,70317,2025-02-12 00:16:32 UTC,P,,,2015-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,HPI 3700 3900 SC 3,3900 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.337931,-97.807977,2026-04-07,70514,2026-04-07 01:39:03 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Sonic Drive-In,121 W Bandera Rd,,Boerne,TX,78006,,830-249-9666,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,29.779853,-98.729985,2024-12-10,74139,2025-02-12 00:16:32 UTC,P,,,2016-03-14,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,PIE AE PALMER STATION5,736 Barton Springs Rd,"3rd Floor in garage, parking for Palmer Event Center",Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.259705,-97.752496,2026-04-07,78778,2026-04-07 01:52:07 UTC,,,,2016-09-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE PUBHILL.CGAL2,12701 Hill Country Blvd,,Bee Cave,TX,78738,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.307769,-97.93863,2026-04-07,78974,2026-04-07 01:46:27 UTC,,,,2016-10-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Homewood Suites - New Braunfels,620 Oxford Dr,,New Braunfels,TX,78130,,830-627-4424,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,29.717508,-98.071875,2024-08-15,79136,2025-02-12 00:16:32 UTC,P,,,2016-10-06,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,CITY VIEW STATION1,1120 S Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.280698,-97.824024,2026-04-07,81050,2026-04-07 01:36:11 UTC,,,,2017-01-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fort Worth Business Assistance Center,1150 South Fwy,Inside of the Guinn Complex off I35 South,Fort Worth,TX,76104,,817-659-1030,E,,Public,"7am-7pm M-F, 7am-3pm Sat; must have RFID card or call Revitalize Charging Solutions when on-site at 817-659-1030 for access",,,,,,2,,,REVITALIZE,https://www.revitalizecs.com,GPS,32.732131,-97.32119,2024-10-11,82166,2025-02-12 00:16:32 UTC,LG,,,2017-03-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,$1 per hour,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Bell Springs Winery,3700 Bell Springs Rd,,Dripping Springs,TX,78620,,512-643-7398,E,,Public,"11am-6pm W-F and Sun, 11am-8pm Sat; Winery customers only",,,,,,1,,,Non-Networked,,200-9,30.239462,-98.127262,2022-05-05,82592,2023-02-14 15:54:11 UTC,P,,,2017-05-01,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,STEINER RANCH 1 STEINER2,4800 Steiner Ranch Blvd,Outside Bld 8,Austin,TX,78732,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.383012,-97.874313,2026-04-07,82741,2026-04-07 01:28:43 UTC,,,,2017-05-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Nissan - Boerne,31805 I-10 W,,Boerne,TX,78006,,210-233-6700,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,29.75314351,-98.706220653,2026-01-13,85978,2026-02-02 23:16:24 UTC,P,,,2017-08-31,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Gunn Nissan - Denton,5650 S I-35 E,,Corinth,TX,76210,,940-270-9000,E,,Public,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,33.156684,-97.067191,2026-01-13,85979,2026-02-02 23:16:24 UTC,P,,,2018-02-21,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Crest Nissan - Frisco,6600 State Highway 121,,Frisco,TX,75034,,972-704-1525,E,,Public,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,33.090539811,-96.829799501,2026-01-13,85981,2026-02-02 23:16:24 UTC,P,,,2015-06-25,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Hampton Inn - Kyle,151 Bunton Creek Rd,,Kyle,TX,78641,,512-268-9042,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,GPS,30.0091,-97.8611,2024-09-12,86090,2025-02-12 00:16:32 UTC,P,,,2017-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,PIE AE VILLATGRACYFARM,2600 Gracy Farms Ln,Right side outside gates,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.405175,-97.711583,2026-04-07,88242,2026-04-07 01:28:27 UTC,,,,2017-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PEC HQ PEC HQ SOUTH,E Ladybird Ln,,Johnson City,TX,78636,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.274989,-98.409281,2026-04-07,88396,2026-04-07 01:28:20 UTC,,,,2017-11-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Book Nook Inn,10405 Cooks Lake Rd,,Lumberton,TX,77657,,409-225-9106,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,30.188091,-94.159732,2024-08-15,89912,2025-02-12 00:16:32 UTC,P,,,2017-12-15,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Best Western - Lake Jackson Inn & Suites,702 Highway 332 E,Highway 332 E and Loganberry St,Lake Jackson,TX,77566,,979-529-2020,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,200-9,29.018348,-95.434176,2024-08-15,91900,2025-02-12 00:16:32 UTC,P,,,2018-01-22,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,THE WOODLANDS BAY 5,17189 I-45,,Conroe,TX,77385,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.206181,-95.452942,2026-04-07,92261,2026-04-07 01:30:39 UTC,,,,2018-03-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,THE WOODLANDS BAY 3 AND 4,19075 I-45,,Conroe,TX,77385,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.206384,-95.453312,2026-04-07,92263,2026-04-07 01:30:37 UTC,,,,2018-03-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BRANDYWINE AUST FOUR POINTS 01,11305 4 Points Dr,1st floor garage,Austin,TX,78726,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.404059,-97.850068,2026-04-07,92339,2026-04-07 01:29:20 UTC,,,,2018-03-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WINDSOR TC MTC,3663 Cedar Springs Rd,Located in Parking lot at Modera Galleria,Dallas,TX,75219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.807928,-96.807586,2026-04-07,92385,2026-04-07 01:28:03 UTC,,,,2018-03-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
